System PWS ID,System Name,Source Water Type,Population,Sample Date,County,PFOS_ng_L,PFOA_ng_L,GenX_ng_L,PFBS_ng_L,PFNA_ng_L,PFHxS_ng_L,year
NC0416518,SANCTUARY CHURCH II,Groundwater,25.0,8/1/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0425127,SANDERSON`S MHP,Groundwater,34.0,11/16/2023,CRAVEN,ND,ND,ND,ND,ND,ND,2023
NC0427101,SANDY POINT RESORT & CAMPGROUND,Groundwater,559.0,11/15/2023,CURRITUCK,ND,ND,ND,ND,ND,ND,2023
NC0138103,SANTEETLAH SHORES,Groundwater,58.0,10/4/2023,GRAHAM,ND,ND,ND,ND,ND,ND,2023
NC0188127,SAPPHIRE LAKES DEVELOPMENT,Groundwater,724.0,9/28/2023,TRANSYLVANIA,ND,ND,ND,ND,ND,ND,2023
NC0157154,SASSAFRAS GAP EMPLOYEE VILLAGE,Groundwater,107.0,10/18/2023,MACON,ND,1.37,ND,0.681,ND,2.09,2023
NC0276215,SCENIC OAKS MHP,Groundwater,79.0,9/19/2023,RANDOLPH,6.33,7.67,ND,5.04,ND,1.53,2023
NC0118272,"SD, SOUTH PARK LLC",Groundwater,97.0,11/13/2023,CATAWBA,ND,1.27,ND,1.17,ND,1.24,2023
NC0416165,SEA SCAPE,Groundwater,60.0,8/1/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0201203,SELLARS MOBILE HOME PARK,Groundwater,48.0,8/15/2023,ALAMANCE,1.34,0.904,ND,ND,ND,ND,2023
NC0239122,SER J`S COUNTRY LIVING MHP,Groundwater,65.0,6/12/2023,GRANVILLE,ND,ND,ND,ND,ND,ND,2023
NC0392188,SHADY ACRES MH VILLAGE,Groundwater,115.0,5/11/2023,WAKE,3.28,7.83,ND,9.96,ND,8.65,2023
NC0279159,SHADY ACRES MHP,Groundwater,90.0,9/21/2023,ROCKINGHAM,1.13,4.25,ND,1.59,ND,2.53,2023
NC0343104,SHADY GROVE MHP,Groundwater,241.0,8/16/2023,HARNETT,ND,ND,0.198,ND,ND,ND,2023
NC0465164,SHADY HAVEN MHP,Groundwater,46.0,7/31/2023,NEW HANOVER,ND,ND,ND,ND,ND,ND,2023
NC0136373,SHADY REST MHP,Groundwater,69.0,10/24/2023,GASTON,ND,ND,ND,0.905,ND,ND,2023
NC0464133,SHEPHERDS WAY S/D,Groundwater,115.0,5/30/2023,NASH,ND,0.904,ND,ND,ND,ND,2023
NC0467164,SHERWOOD MHP,Groundwater,470.0,8/7/2023,ONSLOW,ND,ND,ND,ND,ND,ND,2023
NC3041104,SHILOH SUBDIVISION,Groundwater,102.0,8/28/2023,GUILFORD,ND,ND,ND,ND,ND,ND,2023
NC0113449,SHILOH UMC DAYCARE,Groundwater,60.0,10/26/2023,CABARRUS,ND,ND,ND,0.648,ND,0.72,2023
NC6040000,SHINE WATER CORPORATION,Groundwater,447.0,9/6/2023,GREENE,ND,ND,ND,ND,ND,ND,2023
NC0145135,SILENT SPRINGS PARK,Groundwater,25.0,8/17/2023,HENDERSON,ND,ND,ND,ND,ND,ND,2023
NC0144127,SILVER BLUFF NURSING HOME,Groundwater,300.0,7/27/2023,HAYWOOD,ND,0.757,ND,ND,ND,1.09,2023
NC0150168,SILVER SLIP,Groundwater,74.0,8/28/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0465217,SIMMONS HEIGHTS APARTMENTS,Groundwater,35.0,7/31/2023,NEW HANOVER,ND,ND,ND,1.03,ND,ND,2023
NC0235137,"SLEEPY CREEK MHP (WELLS 3,4,5)",Groundwater,84.0,7/18/2023,FRANKLIN,ND,ND,ND,3.02,ND,ND,2023
NC0201160,SLEEPY HOLLOW ESTATES MHP,Groundwater,240.0,8/29/2023,ALAMANCE,0.723,ND,ND,0.633,ND,ND,2023
NC0187128,SMOKY MTN COUNTRY CLUB ESTATES,Groundwater,302.0,10/4/2023,SWAIN,ND,ND,ND,ND,ND,ND,2023
NC0201563,SONYAS KIDZ DEPOT,Groundwater,48.0,10/31/2023,ALAMANCE,2.17,1.99,ND,3.71,ND,0.976,2023
NC4068021,SOUTH GROVE SUBDIVISION,Groundwater,63.0,6/6/2023,ORANGE,ND,1.41,ND,1.03,ND,ND,2023
NC0112426,SOUTH MOUNTAIN CHILDRENS HOME,Groundwater,80.0,10/5/2023,BURKE,ND,ND,ND,ND,ND,ND,2023
NC0465206,SOUTH RIDGE MHP,Groundwater,115.0,7/31/2023,NEW HANOVER,ND,1.32,0.215,2.51,ND,0.764,2023
NC0235118,SOUTHERN LIVING OF LOUISBURG,Groundwater,40.0,7/17/2023,FRANKLIN,3,1.59,ND,ND,ND,ND,2023
NC4392141,SOUTHERN TRACE S/D,Groundwater,485.0,8/22/2023,WAKE,1.92,4.19,ND,6.13,ND,2.29,2023
NC0149484,SOUTHVIEW CHRISTIAN SCHOOL,Groundwater,150.0,9/19/2023,IREDELL,ND,ND,ND,ND,ND,ND,2023
NC3041015,SPENCER`S GROVE S/D,Groundwater,59.0,8/28/2023,GUILFORD,ND,ND,ND,ND,ND,ND,2023
NC0150176,SPRING FOREST S/D,Groundwater,76.0,8/28/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0118291,SPRING LAKE MH S/D,Groundwater,61.0,11/13/2023,CATAWBA,ND,ND,ND,ND,ND,ND,2023
NC0118294,SPRINGBROOK MH S/D,Groundwater,56.0,10/9/2023,CATAWBA,ND,0.782,ND,0.648,ND,ND,2023
NC0144113,"SPRINGDALE PARTNERS, LLC",Groundwater,328.0,10/3/2023,HAYWOOD,ND,ND,ND,ND,ND,ND,2023
NC1011045,STARVIEW HEIGHTS EXTENSION,Groundwater,94.0,8/1/2023,BUNCOMBE,ND,1.18,ND,3.02,ND,0.811,2023
NC0149152,"STATESVILLE ESTATES MHC, LLC",Groundwater,104.0,9/19/2023,IREDELL,ND,ND,ND,1.53,ND,ND,2023
NC0201560,STEP BY STEP CHILD CARE,Groundwater,60.0,11/2/2023,ALAMANCE,ND,ND,ND,ND,ND,ND,2023
NC0241209,STERLING RIDGE S/D,Groundwater,104.0,10/31/2023,GUILFORD,6.89,7.46,ND,2.15,ND,2.87,2023
NC1050089,STILLPOINT,Groundwater,36.0,8/9/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0474060,STOKES REGIONAL WATER CORP,Surface Water Purchase,3327.0,11/13/2023,PITT,ND,ND,ND,ND,ND,ND,2023
NC0368193,STONEGATE MHP S/D,Groundwater,81.0,5/23/2023,ORANGE,9.7,5.05,ND,2.64,ND,3.28,2023
NC0113217,STONES THROW MHP,Groundwater,180.0,10/3/2023,CABARRUS,0.939,ND,ND,0.92,ND,1.19,2023
NC4092178,STONEWOOD MANOR S/D,Groundwater,127.0,5/16/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0150131,STRAWBERRY HILL,Groundwater,81.0,7/20/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC1050063,SUMMIT CHARTER SCHOOL,Groundwater,300.0,8/9/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0286153,SUNBOW S/D,Groundwater,71.0,10/24/2023,SURRY,ND,ND,ND,1.01,ND,ND,2023
NC0279121,SUNNY MEADOWS,Groundwater,70.0,10/26/2023,ROCKINGHAM,ND,0.989,ND,0.751,ND,ND,2023
NC0363408,SUNSET DRIVE MHP,Groundwater,81.0,8/16/2023,MOORE,6.61,3.57,ND,4.8,ND,2.97,2023
NC1056013,SUNSET POINT S/D,Groundwater,31.0,9/26/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC4092166,SWEETWATER S/D,Groundwater,110.0,5/9/2023,WAKE,ND,ND,ND,1.25,ND,ND,2023
NC0156112,SWISS VILLAGE WTR SYSTEM,Groundwater,64.0,9/26/2023,MCDOWELL,ND,ND,ND,ND,ND,ND,2023
NC0180147,TANGLEWOOD S/D,Groundwater,231.0,8/14/2023,ROWAN,3.54,6.72,ND,13.1,ND,4.35,2023
NC3041113,THATCHER WOODS,Groundwater,72.0,8/28/2023,GUILFORD,ND,ND,ND,ND,ND,ND,2023
NC0175107,THE BROW CONDOMINIUMS,Groundwater,96.0,10/11/2023,POLK,ND,ND,ND,1.52,ND,ND,2023
NC1057008,THE GARDENS AT CAT CREEK,Groundwater,40.0,8/31/2023,MACON,ND,ND,ND,0.647,ND,ND,2023
NC2049001,THE HAMPSHIRES S/D,Groundwater,561.0,7/25/2023,IREDELL,ND,0.803,ND,0.8,ND,ND,2023
NC4064027,THE OAKS AT HUNTER HILL,Groundwater,100.0,5/30/2023,NASH,ND,ND,ND,ND,ND,ND,2023
NC1020006,THE SANCTUARY AT VANCE MTN,Groundwater,30.0,9/20/2023,CHEROKEE,ND,ND,ND,ND,ND,ND,2023
NC0368182,THE TRAILS S/D,Groundwater,200.0,7/11/2023,ORANGE,0.992,ND,ND,2.06,ND,ND,2023
NC0188428,THE WILDS CAMP,Groundwater,450.0,9/26/2023,TRANSYLVANIA,ND,ND,ND,ND,ND,ND,2023
NC1050069,TIMBER RIDGE,Groundwater,48.0,8/28/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0138106,TOBACCO BRANCH VILLAGE,Groundwater,152.0,10/24/2023,GRAHAM,ND,ND,ND,ND,ND,ND,2023
NC0471122,TOPSAIL GREENS S/D,Groundwater,549.0,8/7/2023,PENDER,ND,ND,ND,ND,ND,ND,2023
NC0188130,TOXAWAY FALLS CONDOS,Groundwater,74.0,9/28/2023,TRANSYLVANIA,ND,ND,ND,ND,ND,ND,2023
NC0188119,TOXAWAY POINT,Groundwater,79.0,8/8/2023,TRANSYLVANIA,21,9.71,ND,1.93,0.967,4.93,2023
NC0188537,TOXAWAY SHORES,Groundwater,64.0,9/28/2023,TRANSYLVANIA,ND,0.731,ND,ND,ND,ND,2023
NC0188131,TOXAWAY VILLAS,Groundwater,50.0,8/8/2023,TRANSYLVANIA,ND,ND,ND,ND,ND,ND,2023
NC0241609,TRI CITY JUNIOR ACADEMY,Groundwater,226.0,9/5/2023,GUILFORD,6.12,3.7,ND,1.09,ND,1.52,2023
NC0150193,TRILLIUM LINKS & VILLAGE,Groundwater,610.0,10/4/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC1050042,TRILLIUM LINKS WEST,Groundwater,424.0,10/4/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0392274,TRINITY FARMS S/D,Groundwater,42.0,8/7/2023,WAKE,ND,ND,ND,0.692,ND,ND,2023
NC0149546,TRIPLETT UMC DAYCARE,Groundwater,295.0,9/11/2023,IREDELL,ND,ND,ND,ND,ND,ND,2023
NC0392395,TWIN LAKE FARM S/D,Groundwater,208.0,5/16/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0293104,TWIN OAKS SHORES,Groundwater,70.0,7/20/2023,WARREN,ND,ND,ND,ND,ND,ND,2023
NC0464128,TWIN OAKS TP,Groundwater,77.0,5/30/2023,NASH,ND,ND,ND,ND,ND,ND,2023
NC0111147,UNDER THE BLUE RIDGE,Groundwater,50.0,8/30/2023,BUNCOMBE,ND,ND,ND,ND,ND,ND,2023
NC0195162,VALLEY VIEW S/D,Groundwater,40.0,7/11/2023,WATAUGA,1.51,ND,ND,8.88,ND,ND,2023
NC0241413,VANDALIA CHRISTIAN SCHOOL,Groundwater,350.0,9/26/2023,GUILFORD,3.75,2.64,ND,ND,ND,1.01,2023
NC0416140,"VENEER VILLAGE, LLC",Groundwater,22.0,8/1/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC4092162,VERNON PLACE S/D,Groundwater,64.0,5/25/2023,WAKE,0.927,0.877,ND,ND,ND,1.17,2023
NC0150544,VICTORY CHRISTIAN SCHOOL,Groundwater,120.0,8/1/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC5009003,WACCAMAW SIOUAN DAYCARE,Groundwater,42.0,8/8/2023,BLADEN,ND,ND,ND,ND,ND,ND,2023
NC0150171,WADE HAMPTON CLUB,Groundwater,429.0,7/20/2023,JACKSON,ND,ND,ND,ND,ND,ND,2023
NC0241145,WARD`S MHP,Groundwater,41.0,9/26/2023,GUILFORD,1.71,ND,ND,ND,ND,ND,2023
NC0279125,WASHBURN MHP,Groundwater,83.0,9/21/2023,ROCKINGHAM,3.74,6.95,ND,1.17,ND,1.88,2023
NC0195103,WATAUGA MHP,Groundwater,45.0,10/19/2023,WATAUGA,1.38,ND,ND,ND,ND,ND,2023
NC0188126,WATERFORD PLACE,Groundwater,95.0,9/13/2023,TRANSYLVANIA,ND,ND,ND,3.13,ND,ND,2023
NC0392202,WATKIN`S MHP,Groundwater,74.0,6/1/2023,WAKE,15.9,7.22,ND,3.73,ND,2.13,2023
NC2090007,WAXHAW PRESBYTERIAN CH/DAYCARE,Groundwater,55.0,9/18/2023,UNION,ND,ND,ND,ND,ND,ND,2023
NC3041022,WEATHERSTONE @ OLDE FOREST S/D,Groundwater,170.0,8/28/2023,GUILFORD,ND,ND,ND,0.819,ND,ND,2023
NC0276143,WEST 49 MHP,Groundwater,93.0,9/19/2023,RANDOLPH,8.25,10.8,ND,1.55,ND,4.43,2023
NC0416040,WEST CARTERET WATER CORP,Groundwater,19512.0,8/2/2023,CARTERET,ND,ND,ND,ND,ND,ND,2023
NC0217020,WEST YANCEYVILLE WATER ASSOCIATION,Groundwater,180.0,8/29/2023,CASWELL,12.9,5.26,ND,4.29,ND,3.54,2023
NC0332106,WHISPERING PINES MHP,Groundwater,305.0,8/30/2023,DURHAM,8.73,2.92,ND,4.54,ND,2.69,2023
NC0392207,WHISPERING PINES MHP,Groundwater,40.0,7/18/2023,WAKE,0.828,ND,ND,ND,ND,ND,2023
NC6059012,WHISPERING PINES MHP #1,Groundwater,89.0,11/20/2023,MARTIN,ND,ND,ND,ND,ND,ND,2023
NC4092014,WHITE FLAG AT DEERCHASE S/D,Groundwater,25.0,5/9/2023,WAKE,3.4,3.23,ND,2.52,ND,3.57,2023
NC0156122,WHITE PINES MHP,Groundwater,50.0,10/5/2023,MCDOWELL,ND,0.847,ND,ND,ND,0.642,2023
NC0239495,WHITE RABBIT CHILD CARE & PS,Groundwater,96.0,10/19/2023,GRANVILLE,ND,ND,ND,ND,ND,ND,2023
NC0157118,WILDCAT CLIFFS COUNTRY CLUB,Groundwater,445.0,8/3/2023,MACON,1.55,2.51,ND,2.35,ND,1.15,2023
NC0157135,WILDWOOD MOUNTAIN S/D,Groundwater,81.0,8/3/2023,MACON,1.22,1.23,ND,1.66,ND,ND,2023
NC4392186,WILLOW HILLS S/D,Groundwater,102.0,8/16/2023,WAKE,ND,ND,ND,6.14,ND,ND,2023
NC0279156,WILLOW OAKS MHP,Groundwater,135.0,8/24/2023,ROCKINGHAM,ND,ND,ND,ND,ND,ND,2023
NC0136346,WINDSOR HEIGHTS MHP,Groundwater,178.0,10/24/2023,GASTON,1.61,6.45,ND,5.19,ND,4.58,2023
NC0136519,WINDY HILL MHP,Groundwater,58.0,10/3/2023,GASTON,1.95,1.33,ND,1.42,ND,0.852,2023
NC0433120,WINSTEAD MOBILE TERRACE,Groundwater,200.0,7/17/2023,EDGECOMBE,8.94,7.88,ND,9.88,ND,1.6,2023
NC0368138,WOOD`S MHP,Groundwater,51.0,5/4/2023,ORANGE,6.38,4.79,ND,2.02,ND,2.39,2023
NC0106124,WOODLAND MEADOWS,Groundwater,25.0,10/19/2023,AVERY,ND,ND,ND,0.748,ND,ND,2023
NC0368147,WOODLAND PARK,Groundwater,41.0,6/6/2023,ORANGE,6.99,2.54,ND,2.13,ND,1.41,2023
NC2049007,WOODLAWN SCHOOL,Groundwater,225.0,7/25/2023,IREDELL,1.05,1.12,ND,1.25,ND,0.79,2023
NC0118316,WOODS HALL MHP,Groundwater,81.0,10/4/2023,CATAWBA,ND,1.31,ND,1.13,ND,0.724,2023
NC0286143,WOODVILLE ACRES - (PARK A),Groundwater,46.0,10/24/2023,SURRY,2.48,2.41,ND,1.3,ND,0.686,2023
NC4092171,YARDLEY S/D,Groundwater,48.0,5/25/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC4092131,YATES MILL ESTATES,Groundwater,140.0,5/16/2023,WAKE,ND,ND,ND,ND,ND,ND,2023
NC0111104,YMCA-BLUE RIDGE ASSEMBLY,Groundwater,200.0,8/1/2023,BUNCOMBE,ND,ND,ND,ND,ND,ND,2023
NC1088002,YOUNG LIFE CAROLINA POINT,Groundwater,25.0,9/12/2023,TRANSYLVANIA,ND,ND,ND,ND,ND,ND,2023
NC0111446,YOUNG LIFE WINDY GAP,Groundwater,450.0,8/10/2023,BUNCOMBE,ND,ND,ND,ND,ND,ND,2023
